I_size,D_size,L2_size,I_assoc,D_assoc,L2_assoc,cache_line,sim_seconds,CPI,D MR,I MR,L2 MR
8,16,1024,2,4,8,256,0.015613,3.122677,0.020627,0.000196,0.996642
8,16,1024,4,2,8,256,0.015619,3.123768,0.020712,0.000193,0.989594
8,16,1024,4,4,8,256,0.015612,3.122304,0.020627,0.000193,0.996701
8,16,256,2,2,8,256,0.015689,3.137749,0.020712,0.000194,0.989877
8,16,256,2,4,8,256,0.015681,3.13629,0.020627,0.000195,0.996941
8,16,256,4,2,8,256,0.015687,3.137445,0.020712,0.000192,0.989847
8,16,256,4,4,8,256,0.01568,3.136038,0.020627,0.000192,0.996941
8,16,4096,2,2,8,256,0.015307,3.061364,0.020712,0.000195,0.989565
8,16,4096,2,4,8,256,0.015302,3.060313,0.020627,0.000196,0.996642
8,16,4096,4,2,8,256,0.015306,3.061174,0.020712,0.000193,0.989594
8,16,4096,4,4,8,256,0.0153,3.059982,0.020627,0.000193,0.996701
8,32,1024,2,2,8,256,0.015619,3.123829,0.020702,0.000194,0.990508
8,32,1024,2,4,8,256,0.015613,3.122677,0.020623,0.000194,0.997045
8,32,1024,4,2,8,256,0.015618,3.123615,0.020702,0.000192,0.990538
8,32,1024,4,4,8,256,0.015612,3.122304,0.020623,0.000192,0.997075
8,32,256,2,2,8,256,0.015688,3.13763,0.020702,0.000193,0.990776
8,32,256,2,4,8,256,0.015681,3.136255,0.020623,0.000193,0.997315
8,32,256,4,2,8,256,0.015686,3.137255,0.020702,0.000192,0.990731
8,32,256,4,4,8,256,0.01568,3.136012,0.020623,0.000192,0.99727
8,32,4096,2,2,8,256,0.015306,3.061235,0.020702,0.000194,0.990508
8,32,4096,2,4,8,256,0.0153,3.05995,0.020623,0.000194,0.997045
8,32,4096,4,2,8,256,0.015306,3.061229,0.020702,0.000192,0.990538
8,32,4096,4,4,8,256,0.015301,3.060109,0.020623,0.000192,0.997075
8,64,1024,2,2,8,256,0.015613,3.122677,0.020622,0.000194,0.997135
8,64,1024,2,4,8,256,0.015615,3.122928,0.020622,0.000194,0.99715
8,64,1024,4,2,8,256,0.015612,3.122304,0.020622,0.000192,0.997165
8,64,1024,4,4,8,256,0.015611,3.122275,0.020622,0.000192,0.99718
8,64,256,2,2,8,256,0.01568,3.136073,0.020622,0.000193,0.997405
8,64,256,2,4,8,256,0.015681,3.136226,0.020622,0.000193,0.997405
8,64,256,4,2,8,256,0.01568,3.135977,0.020622,0.000192,0.99736
8,64,256,4,4,8,256,0.01568,3.135977,0.020621,0.000192,0.997375
8,64,4096,2,2,8,256,0.015301,3.060109,0.020622,0.000194,0.997135
8,64,4096,2,4,8,256,0.015301,3.060109,0.020622,0.000194,0.99715
8,64,4096,4,2,8,256,0.0153,3.059982,0.020622,0.000192,0.997165
8,64,4096,4,4,8,256,0.015301,3.060109,0.020622,0.000192,0.99718
8,8,1024,2,2,8,256,0.015965,3.193027,0.02828,0.000196,0.576558
8,8,1024,2,4,8,256,0.015641,3.128229,0.021231,0.000196,0.942147
8,8,1024,4,2,8,256,0.015964,3.192753,0.02828,0.000193,0.576574
8,8,1024,4,4,8,256,0.015641,3.128229,0.021231,0.000193,0.942199
8,8,256,2,2,8,256,0.016033,3.206672,0.02828,0.000195,0.576711
8,8,256,2,4,8,256,0.01571,3.141988,0.021231,0.000195,0.942415
8,8,256,4,2,8,256,0.016034,3.206736,0.02828,0.000192,0.576701
8,8,256,4,4,8,256,0.01571,3.141988,0.021231,0.000192,0.942425
8,8,4096,2,2,8,256,0.015652,3.130389,0.02828,0.000196,0.576558
8,8,4096,2,4,8,256,0.01533,3.065962,0.021231,0.000196,0.942147
8,8,4096,4,2,8,256,0.015652,3.130389,0.02828,0.000193,0.576574
8,8,4096,4,4,8,256,0.01533,3.065997,0.021231,0.000193,0.942199
